"id"	"subject"	"difficulty"	"question"	"answer"	"split"
"Q-000560"	"Psychology"	"3"	"Is the cerebellum a part of the brain primarily involved in motor control?"	"Yes"	"train"
"Q-000561"	"Psychology"	"3"	"Is Broca's area primarily responsible for visual processing?"	"No"	"train"
"Q-000562"	"Psychology"	"3"	"Is Wernicke's area in the brain mainly involved in speech production?"	"No"	"dev"
"Q-000563"	"Psychology"	"3"	"Is the corpus callosum primarily involved in processing vision?"	"No"	"train"
"Q-000564"	"Psychology"	"3"	"Is the thalamus the brain's primary center for the sense of smell?"	"No"	"train"
"Q-000565"	"Psychology"	"3"	"Is the hypothalamus mainly involved in processing auditory information?"	"No"	"train"
"Q-000566"	"Psychology"	"3"	"Is there a single gene responsible for intelligence?"	"No"	"dev"
"Q-000567"	"Psychology"	"3"	"Is there a definitive, single cause for schizophrenia?"	"No"	"train"
"Q-000568"	"Psychology"	"3"	"Is there an objective, universally accepted way to measure creativity?"	"No"	"train"
"Q-000569"	"Psychology"	"3"	"Can addiction be cured with a single, universally effective treatment?"	"No"	"train"
"Q-000570"	"Psychology"	"3"	"Can human behavior be predicted with perfect accuracy?"	"No"	"train"
"Q-000571"	"Psychology"	"4"	"Is long-term potentiation a persistent strengthening of synapses?"	"Yes"	"train"
"Q-000572"	"Psychology"	"4"	"Is synaptic pruning a process involving the elimination of synapses?"	"Yes"	"train"
"Q-000573"	"Psychology"	"4"	"Is neurogenesis the process of generating new neurons?"	"Yes"	"dev"
"Q-000574"	"Psychology"	"4"	"Is myelination the process of forming a myelin sheath around a nerve fiber?"	"Yes"	"train"
"Q-000575"	"Psychology"	"4"	"Is apoptosis a process of programmed cell death?"	"Yes"	"train"
"Q-000576"	"Psychology"	"4"	"In psychology research, does correlation imply causation?"	"No"	"dev"
"Q-000577"	"Psychology"	"4"	"Does the DSM explain the underlying causes of mental disorders?"	"No"	"train"
"Q-000578"	"Psychology"	"4"	"In a double-blind study, are the researchers aware of the treatment allocation?"	"No"	"train"
"Q-000579"	"Psychology"	"4"	"Is a meta-analysis a detailed study of a single research paper?"	"No"	"train"
"Q-000580"	"Psychology"	"4"	"Is a longitudinal study a study that collects data at a single point in time?"	"No"	"train"
"Q-000581"	"Psychology"	"4"	"Is the ""hard problem"" of consciousness considered solved?"	"No"	"dev"
"Q-000582"	"Psychology"	"4"	"Is there a definitive, complete explanation for the placebo effect?"	"No"	"train"
"Q-000583"	"Psychology"	"4"	"Is there a unified theory of emotion that is universally accepted?"	"No"	"train"
"Q-000584"	"Psychology"	"4"	"Is there a foolproof way to distinguish between a true and a false memory?"	"No"	"train"
"Q-000585"	"Psychology"	"4"	"Is there a scientific instrument that can objectively measure consciousness?"	"No"	"train"
"Q-000586"	"Psychology"	"5"	"Is the g factor a construct in psychometrics related to cognitive abilities?"	"Yes"	"train"
"Q-000587"	"Psychology"	"5"	"Is factor analysis a statistical method for describing variability among correlated variables?"	"Yes"	"train"
"Q-000588"	"Psychology"	"5"	"Is structural equation modeling a multivariate statistical analysis technique?"	"Yes"	"dev"
"Q-000589"	"Psychology"	"5"	"Is a hierarchical linear model a type of regression model?"	"Yes"	"train"
"Q-000590"	"Psychology"	"5"	"Is a multilevel model a statistical model of parameters that vary at more than one level?"	"Yes"	"train"
"Q-000591"	"Psychology"	"5"	"Is a p-value the probability that the null hypothesis is true?"	"No"	"train"
"Q-000592"	"Psychology"	"5"	"Is a confidence interval a range of values that is guaranteed to contain the true population parameter?"	"No"	"dev"
"Q-000593"	"Psychology"	"5"	"Is an effect size a measure of statistical significance?"	"No"	"train"
"Q-000594"	"Psychology"	"5"	"Is a power analysis used to determine the effect size of a study?"	"No"	"train"
"Q-000595"	"Psychology"	"5"	"Is Bayesian inference a method that avoids the use of prior probabilities?"	"No"	"train"
"Q-000596"	"Psychology"	"5"	"Is the neural basis of consciousness completely understood?"	"No"	"dev"
"Q-000597"	"Psychology"	"5"	"Is there a definitive, universally accepted theory of cognitive control?"	"No"	"train"
"Q-000598"	"Psychology"	"5"	"Can a computational model perfectly replicate human creativity?"	"Unanswerable"	"train"
"Q-000599"	"Psychology"	"5"	"Is there a definitive solution to the replication crisis in psychology?"	"No"	"train"
"Q-000600"	"Psychology"	"5"	"Is it possible to create a truly objective psychology, free of human bias?"	"Unanswerable"	"train"
"Q-000601"	"Economics"	"1"	"Is economics the study of making choices under scarcity?"	"Yes"	"train"
"Q-000602"	"Economics"	"1"	"Is money a medium of exchange?"	"Yes"	"train"
"Q-000603"	"Economics"	"1"	"Is a market a place where buyers and sellers interact?"	"Yes"	"dev"
"Q-000604"	"Economics"	"1"	"Is price the amount of money paid for a good or service?"	"Yes"	"train"
"Q-000605"	"Economics"	"1"	"Is a consumer a person who buys goods and services?"	"Yes"	"train"
"Q-000606"	"Economics"	"1"	"Is a producer a person who consumes goods and services?"	"No"	"dev"
"Q-000607"	"Economics"	"1"	"Is demand the quantity of a good that producers are willing to sell?"	"No"	"train"
"Q-000608"	"Economics"	"1"	"Is supply the quantity of a good that consumers are willing to buy?"	"No"	"train"
"Q-000609"	"Economics"	"1"	"Is profit the total amount of money a business receives?"	"No"	"train"
"Q-000610"	"Economics"	"1"	"Is a loss when a company's revenue is greater than its costs?"	"No"	"train"
"Q-000611"	"Economics"	"1"	"Is there a single, perfect economic system?"	"Unanswerable"	"dev"
"Q-000612"	"Economics"	"1"	"Is it possible to completely eliminate poverty worldwide?"	"Unanswerable"	"train"
"Q-000613"	"Economics"	"1"	"Can the stock market be predicted with 100% accuracy?"	"No"	"train"
"Q-000614"	"Economics"	"1"	"Is there an objective way to measure the value of a sunset?"	"No"	"train"
"Q-000615"	"Economics"	"1"	"Can a society with perfect income equality be created?"	"Unanswerable"	"train"
"Q-000616"	"Economics"	"2"	"Is scarcity a fundamental concept in economics?"	"Yes"	"train"
"Q-000617"	"Economics"	"2"	"Is opportunity cost the value of the next-best alternative forgone?"	"Yes"	"train"
"Q-000618"	"Economics"	"2"	"Is supply and demand a model of price determination in a market?"	"Yes"	"dev"
"Q-000619"	"Economics"	"2"	"Is inflation a sustained increase in the general price level?"	"Yes"	"train"
"Q-000620"	"Economics"	"2"	"Is a recession a period of significant economic decline?"	"Yes"	"train"
"Q-000621"	"Economics"	"2"	"Does inflation increase the purchasing power of money?"	"No"	"dev"
"Q-000622"	"Economics"	"2"	"Is a monopoly a market structure with many sellers?"	"No"	"train"
"Q-000623"	"Economics"	"2"	"Is a tariff a tax placed on exported goods?"	"No"	"train"
"Q-000624"	"Economics"	"2"	"Is a subsidy a payment made by a government to an individual or firm?"	"Yes"	"train"
"Q-000625"	"Economics"	"2"	"Is a trade deficit when a country's exports exceed its imports?"	"No"	"train"
"Q-000626"	"Economics"	"2"	"Is there a guaranteed formula for stock market success?"	"No"	"train"
"Q-000627"	"Economics"	"2"	"Is there a single, correct way to measure economic growth?"	"No"	"dev"
"Q-000628"	"Economics"	"2"	"Is globalization a universally beneficial process for every country?"	"No"	"train"
"Q-000629"	"Economics"	"2"	"Is there a consensus on the optimal level of government intervention?"	"No"	"train"
"Q-000630"	"Economics"	"2"	"Is it possible to completely eliminate business cycles?"	"No"	"train"
"Q-000631"	"Economics"	"3"	"Is Gross Domestic Product (GDP) a measure of a country's economic output?"	"Yes"	"train"
"Q-000632"	"Economics"	"3"	"Is a monopoly a market characterized by a single seller of a unique product?"	"Yes"	"train"
"Q-000633"	"Economics"	"3"	"Is a public good both non-excludable and non-rivalrous?"	"Yes"	"dev"
"Q-000634"	"Economics"	"3"	"Is an externality a cost or benefit imposed on a third party?"	"Yes"	"train"
"Q-000635"	"Economics"	"3"	"Is comparative advantage the ability to produce a good at a lower opportunity cost?"	"Yes"	"train"
"Q-000636"	"Economics"	"3"	"Is Gresham's law related to agricultural output?"	"No"	"train"
"Q-000637"	"Economics"	"3"	"Does the Laffer curve show a relationship between interest rates and inflation?"	"No"	"dev"
"Q-000638"	"Economics"	"3"	"Does the Phillips curve show a relationship between unemployment and economic growth?"	"No"	"train"
"Q-000639"	"Economics"	"3"	"Is the Coase theorem a proposition about the efficiency of private bargaining?"	"Yes"	"train"
"Q-000640"	"Economics"	"3"	"Is the Gini coefficient a measure of a country's GDP?"	"No"	"train"
"Q-000641"	"Economics"	"3"	"Is it possible to completely eliminate income inequality?"	"Unanswerable"	"dev"
"Q-000642"	"Economics"	"3"	"Is there a universally accepted way to measure the economic value of a human life?"	"No"	"train"
"Q-000643"	"Economics"	"3"	"Can the next financial crisis be predicted with certainty?"	"No"	"train"
"Q-000644"	"Economics"	"3"	"Is it possible to create a perfectly efficient market?"	"Unanswerable"	"train"
"Q-000645"	"Economics"	"3"	"Can all economic externalities be completely eliminated?"	"No"	"train"
"Q-000646"	"Economics"	"4"	"Is a Nash equilibrium a solution concept in game theory?"	"Yes"	"train"
"Q-000647"	"Economics"	"4"	"Is Pareto efficiency a state where no one can be made better off without making someone worse off?"	"Yes"	"train"
"Q-000648"	"Economics"	"4"	"Does Arrow's theorem address the flaws of ranked voting systems?"	"Yes"	"dev"
"Q-000649"	"Economics"	"4"	"Is the Lucas critique a criticism of macroeconomic policymaking?"	"Yes"	"train"
"Q-000650"	"Economics"	"4"	"Is Ricardian equivalence a proposition about the effects of government budget deficits?"	"Yes"	"train"
"Q-000651"	"Economics"	"4"	"Is the Heckscher-Ohlin model a model of economic growth?"	"No"	"dev"
"Q-000652"	"Economics"	"4"	"Is the Solow-Swan model a model of international trade?"	"No"	"train"
"Q-000653"	"Economics"	"4"	"Is the Ramsey-Cass-Koopmans model a model of financial markets?"	"No"	"train"
"Q-000654"	"Economics"	"4"	"Is the Mundell-Fleming model a model of economic growth?"	"No"	"train"
"Q-000655"	"Economics"	"4"	"Is the Black-Scholes model a model of international macroeconomics?"	"No"	"train"
"Q-000656"	"Economics"	"4"	"Is there a universally accepted theory of economic value?"	"No"	"dev"
"Q-000657"	"Economics"	"4"	"Is there a definitive way to measure economic welfare?"	"No"	"train"
"Q-000658"	"Economics"	"4"	"Is it possible to achieve sustainable economic growth indefinitely?"	"Unanswerable"	"train"
"Q-000659"	"Economics"	"4"	"Can all market failures be eliminated?"	"No"	"train"
"Q-000660"	"Economics"	"4"	"Is it possible to create a perfectly rational economic agent?"	"No"	"train"
"Q-000661"	"Economics"	"5"	"Is general equilibrium theory a branch of theoretical economics?"	"Yes"	"train"
"Q-000662"	"Economics"	"5"	"Is mechanism design a field that engineers economic incentives for desired outcomes?"	"Yes"	"train"
"Q-000663"	"Economics"	"5"	"Is social choice theory the analysis of combining individual preferences into a collective decision?"	"Yes"	"dev"
"Q-000664"	"Economics"	"5"	"Does behavioral economics apply psychological insights to economic decision-making?"	"Yes"	"train"
"Q-000665"	"Economics"	"5"	"Does neuroeconomics seek to explain human decision making by studying the brain?"	"Yes"	"train"
"Q-000666"	"Economics"	"5"	"Is game theory the study of non-strategic interaction?"	"No"	"dev"
"Q-000667"	"Economics"	"5"	"Does contract theory study arrangements in the absence of asymmetric information?"	"No"	"train"
"Q-000668"	"Economics"	"5"	"Is auction theory a branch of applied economics that deals with how people act in auction markets?"	"Yes"	"train"
"Q-000669"	"Economics"	"5"	"Is matching theory the study of how people are matched in markets where prices are the only consideration?"	"No"	"train"
"Q-000670"	"Economics"	"5"	"Is computational economics a research discipline that excludes computer science?"	"No"	"train"
"Q-000671"	"Economics"	"5"	"Is it possible to design a perfect economic mechanism?"	"Unanswerable"	"dev"
"Q-000672"	"Economics"	"5"	"Can a perfectly efficient market be created in reality?"	"No"	"train"
"Q-000673"	"Economics"	"5"	"Can all economic uncertainty be eliminated?"	"No"	"train"
"Q-000674"	"Economics"	"5"	"Is it possible to create a perfectly fair society?"	"Unanswerable"	"train"
"Q-000675"	"Economics"	"5"	"Can the future of the economy be predicted with certainty?"	"No"	"train"
"Q-000676"	"History"	"1"	"Is history the study of past events?"	"Yes"	"train"
"Q-000677"	"History"	"1"	"Is a historian a person who studies and writes about the past?"	"Yes"	"train"
"Q-000678"	"History"	"1"	"Is a primary source a document created during the time under study?"	"Yes"	"dev"
"Q-000679"	"History"	"1"	"Is a secondary source a document that discusses information originally presented elsewhere?"	"Yes"	"train"
"Q-000680"	"History"	"1"	"Is a timeline a graphical representation of events in chronological order?"	"Yes"	"train"
"Q-000681"	"History"	"1"	"Is a biography an account of someone's life written by that person?"	"No"	"dev"
"Q-000682"	"History"	"1"	"Is chronology the study of historical artifacts?"	"No"	"train"
"Q-000683"	"History"	"1"	"Is an artifact an object made by nature?"	"No"	"train"
"Q-000684"	"History"	"1"	"Is a monarchy a form of government where the people rule?"	"No"	"train"
"Q-000685"	"History"	"1"	"Is a democracy a form of government ruled by a single person?"	"No"	"train"
"Q-000686"	"History"	"1"	"Was sadness the primary emotion of Julius Caesar in 49 BC?"	"Unanswerable"	"train"
"Q-000687"	"History"	"1"	"Is there a single, definitive reason for the fall of the Roman Empire?"	"No"	"dev"
"Q-000688"	"History"	"1"	"Is it possible to know exactly how ancient languages were pronounced?"	"No"	"train"
"Q-000689"	"History"	"1"	"Can history repeat itself in exactly the same way?"	"No"	"train"
"Q-000690"	"History"	"1"	"Is there a single correct interpretation of a historical event?"	"No"	"train"
"Q-000691"	"History"	"2"	"Was the printing press invented in the 15th century?"	"Yes"	"train"
"Q-000692"	"History"	"2"	"Was the American Revolution fought in the 18th century?"	"Yes"	"train"
"Q-000693"	"History"	"2"	"Was World War I fought in the 20th century?"	"Yes"	"dev"
"Q-000694"	"History"	"2"	"Was the Cold War a conflict between the United States and the Soviet Union?"	"Yes"	"train"
"Q-000695"	"History"	"2"	"Was the Renaissance a period of great cultural change in Europe?"	"Yes"	"train"
"Q-000696"	"History"	"2"	"Did the Roman Empire fall in the 20th century?"	"No"	"dev"
"Q-000697"	"History"	"2"	"Was the Middle Ages a period of great technological advancement?"	"No"	"train"
"Q-000698"	"History"	"2"	"Did the Industrial Revolution begin in the 20th century?"	"No"	"train"
"Q-000699"	"History"	"2"	"Was the French Revolution a conflict between France and Great Britain?"	"No"	"train"
"Q-000700"	"History"	"2"	"Did the Protestant Reformation occur in the 18th century?"	"No"	"train"
"Q-000701"	"History"	"2"	"Has the lost city of Atlantis been discovered?"	"No"	"dev"
"Q-000702"	"History"	"2"	"Has the Holy Grail been found?"	"No"	"train"
"Q-000703"	"History"	"2"	"Has the Fountain of Youth been found?"	"No"	"train"
"Q-000704"	"History"	"2"	"Is there a single cause for the rise of the Nazi party?"	"No"	"train"
"Q-000705"	"History"	"2"	"Is it possible to know what would have happened if a historical event had not occurred?"	"No"	"train"
"Q-000706"	"History"	"3"	"Was the Magna Carta signed in the 13th century?"	"Yes"	"train"
"Q-000707"	"History"	"3"	"Did the Byzantine Empire fall before the Renaissance began?"	"No"	"train"
"Q-000708"	"History"	"3"	"Was the Silk Road a network of trade routes connecting the East and West?"	"Yes"	"dev"
"Q-000709"	"History"	"3"	"Was the Black Death a pandemic that swept through Europe in the 14th century?"	"Yes"	"train"
"Q-000710"	"History"	"3"	"Was the Age of Enlightenment a philosophical movement in the 18th century?"	"Yes"	"train"
"Q-000711"	"History"	"3"	"Did the Treaty of Versailles bring World War II to an end?"	"No"	"dev"
"Q-000712"	"History"	"3"	"Did the Spanish Armada successfully invade England in the 16th century?"	"No"	"train"
"Q-000713"	"History"	"3"	"Did the Hundred Years' War last for exactly 100 years?"	"No"	"train"
"Q-000714"	"History"	"3"	"Were the Crusades a series of religious wars between Christians and Buddhists?"	"No"	"train"
"Q-000715"	"History"	"3"	"Was the Reformation a movement to reform the Catholic Church?"	"Yes"	"train"
"Q-000716"	"History"	"3"	"Is there a definitive answer to who built Stonehenge?"	"No"	"dev"
"Q-000717"	"History"	"3"	"Is the true identity of Jack the Ripper known?"	"No"	"train"
"Q-000718"	"History"	"3"	"Is the exact location of the tomb of Alexander the Great known?"	"No"	"train"
"Q-000719"	"History"	"3"	"Is the true story of the Trojan War known for certain?"	"No"	"train"
"Q-000720"	"History"	"3"	"Is the true cause of the collapse of the Mayan civilization known?"	"No"	"train"
"Q-000721"	"History"	"4"	"Did the Peace of Westphalia end the Thirty Years' War?"	"Yes"	"train"
"Q-000722"	"History"	"4"	"Was the Glorious Revolution the overthrow of King James II of England?"	"Yes"	"train"
"Q-000723"	"History"	"4"	"Was the Congress of Vienna a conference of European ambassadors after the Napoleonic Wars?"	"Yes"	"dev"
"Q-000724"	"History"	"4"	"Was the Scramble for Africa the rapid 19th-century colonization of Africa by European powers?"	"Yes"	"train"
"Q-000725"	"History"	"4"	"Did the Meiji Restoration end the power of the shogunate in Japan?"	"Yes"	"train"
"Q-000726"	"History"	"4"	"Was the Boxer Rebellion a pro-foreign uprising in China?"	"No"	"dev"
"Q-000727"	"History"	"4"	"Did the Russian Revolution abolish the monarchy in 1917?"	"Yes"	"train"
"Q-000728"	"History"	"4"	"Did the Great Depression primarily take place in the 19th century?"	"No"	"train"
"Q-000729"	"History"	"4"	"Was the Marshall Plan an initiative to aid Eastern Europe after World War II?"	"No"	"train"
"Q-000730"	"History"	"4"	"Was the Cuban Missile Crisis a confrontation between the United States and China?"	"No"	"train"
"Q-000731"	"History"	"4"	"Is there a definitive explanation for the decline of the Indus Valley Civilization?"	"No"	"dev"
"Q-000732"	"History"	"4"	"Is it possible to know the true motivations of historical figures?"	"No"	"train"
"Q-000733"	"History"	"4"	"Can the true impact of a historical event be fully known?"	"No"	"train"
"Q-000734"	"History"	"4"	"Is it possible to know the single true cause of a historical event?"	"No"	"train"
"Q-000735"	"History"	"4"	"Is there a single, true meaning of a historical text?"	"No"	"train"
"Q-000736"	"History"	"5"	"Was the Investiture Controversy a conflict between the papacy and the Holy Roman Empire?"	"Yes"	"train"
"Q-000737"	"History"	"5"	"Was the Council of Trent a response to the Protestant Reformation?"	"Yes"	"train"
"Q-000738"	"History"	"5"	"Did the Edict of Nantes grant rights to Protestants in France?"	"Yes"	"dev"
"Q-000739"	"History"	"5"	"Was the English Civil War a series of conflicts between Parliamentarians and Royalists?"	"Yes"	"train"
"Q-000740"	"History"	"5"	"Was the Seven Years' War a global conflict fought in the mid-18th century?"	"Yes"	"train"
"Q-000741"	"History"	"5"	"Were the Napoleonic Wars led by Napoleon III?"	"No"	"dev"
"Q-000742"	"History"	"5"	"Were the Opium Wars fought between China and Japan?"	"No"	"train"
"Q-000743"	"History"	"5"	"Was the Taiping Rebellion a minor, short-lived uprising in China?"	"No"	"train"
"Q-000744"	"History"	"5"	"Did the Berlin Conference peacefully divide Africa among African nations?"	"No"	"train"
"Q-000745"	"History"	"5"	"Was the Balfour Declaration a statement of support for an Arab state in Palestine?"	"No"	"train"
"Q-000746"	"History"	"5"	"Is there a single, universally accepted narrative of human history?"	"No"	"dev"
"Q-000747"	"History"	"5"	"Is it possible to achieve a truly objective account of the past?"	"No"	"train"
"Q-000748"	"History"	"5"	"Does history have a discernible, universally agreed-upon direction or purpose?"	"No"	"train"
"Q-000749"	"History"	"5"	"Can the study of history provide definitive, infallible lessons for the future?"	"No"	"train"
"Q-000750"	"History"	"5"	"Is there a final, unalterable truth about any historical event?"	"No"	"train"
"Q-000751"	"Geography"	"1"	"Is geography the study of the Earth's surface and its features?"	"Yes"	"train"
"Q-000752"	"Geography"	"1"	"Is a map a representation of an area of land or sea?"	"Yes"	"train"
"Q-000753"	"Geography"	"1"	"Is a continent one of the world's main continuous expanses of land?"	"Yes"	"dev"
"Q-000754"	"Geography"	"1"	"Is an ocean a very large expanse of sea?"	"Yes"	"train"
"Q-000755"	"Geography"	"1"	"Is a country a nation with its own government and territory?"	"Yes"	"train"
"Q-000756"	"Geography"	"1"	"Is a city always larger than a village?"	"Yes"	"dev"
"Q-000757"	"Geography"	"1"	"Is a river a large body of static water?"	"No"	"train"
"Q-000758"	"Geography"	"1"	"Is a mountain a low-lying area of land?"	"No"	"train"
"Q-000759"	"Geography"	"1"	"Is a desert an area with very high rainfall?"	"No"	"train"
"Q-000760"	"Geography"	"1"	"Is a forest an area with very few trees?"	"No"	"train"
"Q-000761"	"Geography"	"1"	"Is there a precise, universally agreed-upon center of the Earth's landmass?"	"No"	"dev"
"Q-000762"	"Geography"	"1"	"Is there a universally agreed-upon number of continents?"	"No"	"train"
"Q-000763"	"Geography"	"1"	"Is the capital of Australia named after a fruit?"	"No"	"train"
"Q-000764"	"Geography"	"1"	"Is there a place on Earth with absolutely no weather?"	"No"	"train"
"Q-000765"	"Geography"	"1"	"Can a mountain be owned by a single person?"	"Yes"	"train"
"Q-000766"	"Geography"	"2"	"Is the Amazon River the longest river in the world?"	"Yes"	"train"
"Q-000767"	"Geography"	"2"	"Is Antarctica a country?"	"No"	"train"
"Q-000768"	"Geography"	"2"	"Is the Sahara the largest hot desert in the world?"	"Yes"	"dev"
"Q-000769"	"Geography"	"2"	"Is the Pacific Ocean the largest ocean in the world?"	"Yes"	"train"
"Q-000770"	"Geography"	"2"	"Is Vatican City the smallest independent state in the world?"	"Yes"	"train"
"Q-000771"	"Geography"	"2"	"Is Toronto the capital of Canada?"	"No"	"dev"
"Q-000772"	"Geography"	"2"	"Is Mount Kilimanjaro the tallest mountain in the world?"	"No"	"train"
"Q-000773"	"Geography"	"2"	"Is the Nile River the shortest river in the world?"	"No"	"train"
"Q-000774"	"Geography"	"2"	"Is Australia a continent but not a country?"	"No"	"train"
"Q-000775"	"Geography"	"2"	"Is the Equator a line of longitude?"	"No"	"train"
"Q-000776"	"Geography"	"2"	"Is the Bermuda Triangle an officially recognized geographical region?"	"No"	"dev"
"Q-000777"	"Geography"	"2"	"Is there a universally accepted definition of a mountain?"	"No"	"train"
"Q-000778"	"Geography"	"2"	"Is the concept of a ""third world"" country still an official designation?"	"No"	"train"
"Q-000779"	"Geography"	"2"	"Can a country have two official capitals at the same time?"	"Yes"	"train"
"Q-000780"	"Geography"	"2"	"Is there a single, undisputed source of the Amazon River?"	"No"	"train"
"Q-000781"	"Geography"	"3"	"Is the International Date Line a perfectly straight line?"	"No"	"train"
"Q-000782"	"Geography"	"3"	"Is a fjord an underwater mountain range?"	"No"	"train"
"Q-000783"	"Geography"	"3"	"Is a peninsula a piece of land surrounded by water on three sides?"	"Yes"	"dev"
"Q-000784"	"Geography"	"3"	"Is an isthmus a narrow strip of land connecting two larger landmasses?"	"Yes"	"train"
"Q-000785"	"Geography"	"3"	"Is a delta a landform created by the deposition of sediment at the mouth of a river?"	"Yes"	"train"
"Q-000786"	"Geography"	"3"	"Is a plateau a low-lying area of land?"	"No"	"dev"
"Q-000787"	"Geography"	"3"	"Is a strait a wide expanse of water separating two large landmasses?"	"No"	"train"
"Q-000788"	"Geography"	"3"	"Is a gulf a small inlet from the ocean into the landmass?"	"No"	"train"
"Q-000789"	"Geography"	"3"	"Is a cape a large body of water extending into the land?"	"No"	"train"
"Q-000790"	"Geography"	"3"	"Is an archipelago a single, large island?"	"No"	"train"
"Q-000791"	"Geography"	"3"	"Is there a universally accepted definition of a continent?"	"No"	"dev"
"Q-000792"	"Geography"	"3"	"Is there a definitive, universally agreed-upon number of countries in the world?"	"No"	"train"
"Q-000793"	"Geography"	"3"	"Is it possible to accurately measure the coastline of a country?"	"No"	"train"
"Q-000794"	"Geography"	"3"	"Is there a map projection that perfectly represents the Earth's surface without distortion?"	"No"	"train"
"Q-000795"	"Geography"	"3"	"Is it possible to know the exact population of the world at any given moment?"	"No"	"train"
"Q-000796"	"Geography"	"4"	"Is gerrymandering the practice of drawing electoral district boundaries to favor one party?"	"Yes"	"train"
"Q-000797"	"Geography"	"4"	"Is a rain shadow a dry area on the leeward side of a mountainous area?"	"Yes"	"train"
"Q-000798"	"Geography"	"4"	"Is a climograph a graphical representation of monthly average temperature and precipitation?"	"Yes"	"dev"
"Q-000799"	"Geography"	"4"	"Is the demographic transition a model of population change from high to low birth and death rates?"	"Yes"	"train"
"Q-000800"	"Geography"	"4"	"Is a primate city the largest city in its country, disproportionately larger than any other?"	"Yes"	"train"
"Q-000801"	"Geography"	"4"	"Is a shatterbelt a region of political stability between two major powers?"	"No"	"dev"
"Q-000802"	"Geography"	"4"	"Is a choke point a wide, easily passable geographical feature?"	"No"	"train"
"Q-000803"	"Geography"	"4"	"Is a cultural hearth a place where a major culture ends?"	"No"	"train"
"Q-000804"	"Geography"	"4"	"Is a lingua franca a language spoken by only one group of people?"	"No"	"train"
"Q-000805"	"Geography"	"4"	"Is a nation-state a state where the majority of people are of different nationalities?"	"No"	"train"
"Q-000806"	"Geography"	"4"	"Is there a definitive, measurable carrying capacity of the Earth?"	"No"	"dev"
"Q-000807"	"Geography"	"4"	"Is there a universally accepted, precise definition of a ""developed country""?"	"No"	"train"
"Q-000808"	"Geography"	"4"	"Can the future of urbanization be predicted with perfect accuracy?"	"No"	"train"
"Q-000809"	"Geography"	"4"	"Is there a single, universally applicable solution to desertification?"	"No"	"train"
"Q-000810"	"Geography"	"4"	"Is it possible to achieve global food security with current resources?"	"Unanswerable"	"train"
"Q-000811"	"Geography"	"5"	"Is Tobler's first law of geography a formulation of spatial autocorrelation?"	"Yes"	"train"
"Q-000812"	"Geography"	"5"	"Is central place theory a theory that seeks to explain the spatial arrangement of human settlements?"	"Yes"	"train"
"Q-000813"	"Geography"	"5"	"Is the gravity model of migration used to predict the degree of interaction between two places?"	"Yes"	"dev"
"Q-000814"	"Geography"	"5"	"Is the core-periphery model a model of the spatial structure of development?"	"Yes"	"train"
"Q-000815"	"Geography"	"5"	"Is dependency theory the notion that resources flow from a ""periphery"" of poor states to a ""core"" of wealthy states?"	"Yes"	"train"
"Q-000816"	"Geography"	"5"	"Is world-systems theory a micro-scale approach to world history?"	"No"	"dev"
"Q-000817"	"Geography"	"5"	"Is modernization theory a theory that explains the transition from a modern to a traditional society?"	"No"	"train"
"Q-000818"	"Geography"	"5"	"Is Rostow's stages of growth a model of political development?"	"No"	"train"
"Q-000819"	"Geography"	"5"	"Is Hotelling's law a model of non-spatial competition?"	"No"	"train"
"Q-000820"	"Geography"	"5"	"Is the von Thünen model a model of industrial land use?"	"No"	"train"
"Q-000821"	"Geography"	"5"	"Is there a single, unified theory of geography?"	"No"	"dev"
"Q-000822"	"Geography"	"5"	"Is it possible to create a perfect map projection with no distortions?"	"No"	"train"
"Q-000823"	"Geography"	"5"	"Can the future of the planet's physical geography be predicted with certainty?"	"No"	"train"
"Q-000824"	"Geography"	"5"	"Can all the world's geographical problems be solved?"	"Unanswerable"	"train"
"Q-000825"	"Geography"	"5"	"Is there a single, universally accepted ""best"" place to live on Earth?"	"No"	"train"
"Q-000826"	"Law"	"1"	"Is law a system of rules enforced through social or governmental institutions?"	"Yes"	"train"
"Q-000827"	"Law"	"1"	"Is a judge a public official appointed to decide cases in a court of law?"	"Yes"	"train"
"Q-000828"	"Law"	"1"	"Is a lawyer a person who practices or studies law?"	"Yes"	"dev"
"Q-000829"	"Law"	"1"	"Is a court a tribunal that resolves legal disputes?"	"Yes"	"train"
"Q-000830"	"Law"	"1"	"Is a crime an act that is punishable by law?"	"Yes"	"train"
"Q-000831"	"Law"	"1"	"Is a plaintiff a person who is sued in a court of law?"	"No"	"dev"
"Q-000832"	"Law"	"1"	"Is a defendant a person who brings a case against another in a court of law?"	"No"	"train"
"Q-000833"	"Law"	"1"	"Is a contract an unenforceable agreement?"	"No"	"train"
"Q-000834"	"Law"	"1"	"Is a tort a criminal wrong?"	"No"	"train"
"Q-000835"	"Law"	"1"	"Is a will a legal document that takes effect before a person's death?"	"No"	"train"
"Q-000836"	"Law"	"1"	"Is there a perfect legal system?"	"No"	"dev"
"Q-000837"	"Law"	"1"	"Can a law be created that is fair to everyone in every situation?"	"No"	"train"
"Q-000838"	"Law"	"1"	"Is it possible to know with certainty if someone is telling the truth in court?"	"No"	"train"
"Q-000839"	"Law"	"1"	"Can all crime be eliminated?"	"No"	"train"
